,住址,物件說明,面積,房,衛,廳,物件類型,樓層,租金
896,台中市西屯區文心路三段,文心超級大透店,173.51坪,-,,,店面/店面,頂樓加蓋/-,25萬
897,台中市西屯區市政北一路,正七期‧近歌劇院‧精裝宅,43.79坪,2,2,2,整層住家/電梯大廈,6樓/28樓,"35,000元"
898,台中市西屯區文華路,(丹尼斯嚴選)逢甲大學邊間雙面採光套房,5坪,1,1,,獨立套房/電梯大廈,4樓/11樓,"5,800元"
899,台中市西屯區環中路二段,西屯赫里翁臻愛大樓[東森房屋太平中山加盟店],21.37坪,3,2,2,整層住家/電梯大廈,3樓/29樓,"35,000元"
900,台中市西屯區福雅路,中科丨近寶輝！丨１＋２樓美店鋪【房仲一號院】,25.94坪,-,,,店面/透天厝,1樓~2樓/4樓,"30,000元"
901,台中市西屯區逢甲路,逢甲金鑽套房2,4坪,1,,1,分租套房/華廈,5樓/6樓,"6,000元"
902,台中市西屯區崇義街,近河南路逢甲商圈便宜套房,5坪,1,,1,獨立套房/套房,整棟/-,"4,300元"
903,台中市西屯區西屯路二段,精銳FUN未來鑽石金店面,60.56坪,-,,,店面/店面,1樓/23樓,11萬
904,台中市西屯區文華路,逢甲店面-文華路熱鬧區段,6坪,-,,,店面/透天厝,整棟/1樓,"30,000元"
905,台中市西屯區環中路二段,水湳全新大面寬好停車透天適各行各業,198坪,-,,,店面/透天厝,整棟/4樓,"82,000元"
906,台中市西屯區福星路,可餐飲逢甲福星路醒目店面,13坪,-,,,店面/店面,1樓~1樓/4樓,"58,000元"
907,台中市西屯區長安路二段,鄰近水湳市場~三房~平車含管(通),45坪,3,2,2,整層住家/電梯大廈,7樓/12樓,"31,000元"
908,台中市西屯區文心路三段,冠德精緻二房附車位,42.28坪,2,2,2,整層住家/電梯大廈,22樓/28樓,"40,000元"
909,台中市西屯區工業區三路,工業區百坪廠辦讚,140坪,-,,,廠房/廠房,2樓/3樓,"95,550元"
910,台中市西屯區寧夏東二街,文華高中旁美兩房附車位,31.18坪,2,2,2,整層住家/華廈,6樓/6樓,"20,000元"
911,台中市西屯區四川一街,近市府捷運三房平車,54.29坪,3,2,2,整層住家/華廈,5樓/6樓,"28,000元"
912,台中市西屯區寧夏路,西屯寧夏店鋪廠房２０米路,14.56坪,-,,,店面/店面,1樓/1樓,"80,000元"
913,台中市西屯區西屯路二段,☆西屯漢口三房,29.75坪,3,2,2,整層住家/公寓,4樓/5樓,"30,000元"
914,台中市西屯區台灣大道２段,市政香榭百坪空間黃金店面,524.01坪,-,,,店面/店面,B1~B1/14樓,38萬
915,台中市西屯區中清路二段,『稀有釋出』水湳大面寬大地坪店面適合診所、補習班,55.54坪,-,,,店面/透天厝,整棟/1樓,"79,999元"
916,台中市西屯區福吉街,親家福星道5B全新未住1房1廳附車位,11.59坪,1,1,1,整層住家/電梯大廈,5樓/15樓,"23,800元"
917,台中市西屯區逢甲路,逢甲大騎樓美店,9.5坪,-,,,店面/店面,1樓/8樓,"35,000元"
918,台中市西屯區市政路,由鉅三希朝南方便入住,128.75坪,4,3,2,整層住家/電梯大廈,12樓/28樓,"97,000元"
919,台中市西屯區臺灣大道三段,七期黃金店面是邊間,182.91坪,-,,,店面/店面,1樓/28樓,57萬
920,台中市西屯區臺灣大道二段,近大墩路邊間大面寬透店,98.17坪,-,,,店面/店面,B1~B4/4樓,"98,000元"
921,台中市西屯區市政北七路,七期聯聚中雍大廈-超高樓最頂級商辦-無敵景觀.詹勝,253.06坪,-,,,商用/辦公,34樓/39樓,75萬
922,台中市西屯區逢甲路,逢甲大面寬顯眼店面,57.56坪,-,,,店面/店面,1樓/14樓,30萬
923,台中市西屯區市政路,國家一號院美裝潢,97.58坪,3,3,2,整層住家/電梯大廈,13樓/29樓,"98,000元"
924,台中市西屯區重慶路,國泰逸園學區３房,36.89坪,3,2,2,整層住家/電梯大廈,5樓/12樓,"26,000元"
925,台中市西屯區環中路二段,西屯高樓兩房平車,29.75坪,2,1,2,整層住家/電梯大廈,18樓/29樓,"30,000元"
926,台中市西屯區長安路二段,新完工小資首選室內機車位,10坪,-,,,獨立套房/透天厝,1樓/3樓,"9,000元"
927,台中市西屯區福安七街,中工三路雙平車開放空間辦公室,56坪,-,,,住辦/華廈,1樓/6樓,"50,000元"
928,台中市西屯區漢口路二段,正漢口路上整棟透天84坪 吃市,84坪,-,,,店面/透天厝,1樓~4樓/4樓,"80,000元"
929,台中市西屯區市政路,正市政路特斯拉旁臨路金店,89.68坪,-,,,店面/店面,1樓~5樓/5樓,"60,000元"
930,台中市西屯區臺灣大道二段,西屯區台灣大道角間大透天出租,98.16坪,-,,,店面/透天厝,B1~4樓/4樓,10萬
931,台中市西屯區西屯路二段,西屯漢口商圈熱鬧金店面 不可餐飲 ,16坪,-,,,店面/透天厝,1樓/4樓,"35,000元"
932,台中市西屯區市政北七路,聯聚中雍-超高樓層-無敵景觀視野-最頂級商辦,253.06坪,-,,,商用/辦公,34樓/39樓,75萬
933,台中市西屯區福上巷,福上新城裝潢四房附車位,63.48坪,4,2,2,整層住家/電梯大廈,13樓/14樓,"45,000元"
934,台中市西屯區福上巷,(丹尼斯嚴選)逢甲大學高樓層電梯套房,5.42坪,1,1,,獨立套房/電梯大廈,6樓/6樓,"6,500元"
935,台中市西屯區朝富路,CBD時代廣場企業辦公商辦露台戶,94.6坪,-,,,住辦/辦公,3樓/34樓,15.3萬
936,台中市西屯區福上巷,逢甲便宜出租套房,5坪,1,,,住宅/透天厝,2樓~2樓/4樓,"4,500元"
937,台中市西屯區文華路,逢甲側門文華路店,50.53坪,-,,,店面/店面,1樓/2樓,13萬
938,台中市西屯區工業區一路,華爾道夫４房好採光好通風,57.19坪,4,2,2,整層住家/電梯大廈,6樓/18樓,"42,000元"
939,台中市西屯區逢甲路,逢甲正逢甲路黃金店面,22.36坪,-,,,店面/店面,1樓/4樓,"60,000元"
940,台中市西屯區福科路,西屯區UNIQLO賺錢金店面,60坪,-,,,店面/透天厝,整棟/2樓,14萬
941,台中市西屯區港尾溪街,全新大面寬店面適合診所、補習班進駐好停車/出租一樓,55.5坪,-,,,店面/透天厝,1樓/4樓,"79,999元"
942,台中市西屯區福星路,逢甲正福星路整棟店面,87.43坪,-,,,店面/店面,1樓/4樓,10萬
943,台中市西屯區福科路,中科✨✨３+４樓套房◆適合當個人工作室,26.59坪,1,1,2,獨立套房/別墅,3樓~4樓/4樓,"20,000元"
944,台中市西屯區福科路,中科超大二房 室內26坪 可當個人工作室,26.59坪,1,1,2,獨立套房/別墅,3樓~4樓/4樓,"20,000元"
945,台中市西屯區長安路二段,水湳捷運透天/前院車庫,60坪,5,3,3,整層住家/透天厝,整棟/4樓,"35,000元"
946,台中市西屯區臺灣大道四段,太子四季美屋平車,41.32坪,1,1,2,整層住家/電梯大廈,11樓/15樓,"22,800元"
947,台中市西屯區河南路三段,正七期俯瞰秋紅谷附三車位,143.6坪,3,3,2,整層住家/電梯大廈,4樓/29樓,14.8萬
948,台中市西屯區臺灣大道四段,台灣大道四段角間店面,291.14坪,-,,,店面/店面,1樓/26樓,25萬
949,台中市西屯區文心路三段,正文心路燙金電梯樓店,178.59坪,-,,,店面/店面,1樓/13樓,18萬
950,台中市西屯區臺灣大道三段,房產小妞專任～❤️「國雄領域」奢華裝潢四房二車位,48.02坪,4,2,2,整層住家/電梯大廈,6樓/24樓,"60,000元"
951,台中市西屯區福科路,國聚精美裝潢戶,36坪,2,1,2,整層住家/電梯大廈,11樓/14樓,"45,000元"
952,台中市西屯區西屯路二段,西屯路精銳FUN黃金大店面,77.65坪,-,,,店面/店面,1樓~2樓/2樓,12萬
953,台中市西屯區福星路,正逢甲商圈臨路黃金店面,33.66坪,-,,,店面/透天厝,1樓~2樓/3樓,"70,000元"
954,台中市西屯區中新巷,逢甲出租套房.,4坪,1,1,1,獨立套房/透天厝,整棟/1樓,"4,500元"
955,台中市西屯區福上巷,逢甲商圈巷子3樓透天出租,35.65坪,4,3,3,其他/透天厝,1樓~頂樓加蓋/2樓,"35,000元"
956,台中市西屯區合江街,全新文華悅百萬全配家電+平車 台中收租找友哥,20.8坪,1,1,1,獨立套房/電梯大廈,9樓/12樓,"23,000元"
957,台中市西屯區文心路三段,好售宅網⇛正文心路全新整理漂亮大面寬電梯透店,167坪,-,,,店面/透天厝,1樓~6樓/6樓,13.5萬
958,台中市西屯區福上巷,租正逢甲商圈套房,6坪,1,1,,獨立套房/套房,頂樓加蓋~頂樓加蓋/-,"4,500元"
959,台中市西屯區崇義街,河南路旁附網路第四台採光套房,6坪,1,1,,獨立套房/套房,頂樓加蓋~頂樓加蓋/-,"4,900元"
960,台中市西屯區福雅路,薇風廣場透店風廣場透店,61.54坪,4,4,2,住辦/透天厝,1樓~4樓/4樓,"38,000元"
961,台中市西屯區崇義街,近河南路逢甲商圈雅致套房,6坪,1,1,,獨立套房/套房,整棟/-,"4,300元"
962,台中市西屯區崇義街,河南路旁附網路第四台採光套房,5坪,1,1,,獨立套房/套房,2樓~2樓/5樓,"4,300元"
963,台中市西屯區逢甲路,逢甲獨洗獨曬陽台電梯套房台水電可寵物,7坪,1,1,,獨立套房/電梯大廈,7樓/7樓,"9,000元"
964,台中市西屯區龍富二十一街,七期74旁建地出租@600 台中收租找友哥,175.9坪,-,,,土地/建地,-/-,10.5萬
965,台中市西屯區福科路,國聚之悅⭐中科高樓 全新2房精品小豪宅(多間可選),39坪,2,2,2,整層住家/電梯大廈,12樓/14樓,"28,000元"
966,台中市西屯區崇義街,近河南路逢甲商圈套房,5坪,1,1,,獨立套房/套房,整棟/-,"4,300元"
967,台中市西屯區崇義街,逢甲福星路旁含網路＋第四台＋機車位＋家具家電套房,5坪,1,1,,獨立套房/套房,頂樓加蓋~頂樓加蓋/-,"4,300元"
968,台中市西屯區逢甲路,碧根陽光廣場Ａ９店面,16.15坪,-,,,店面/店面,1樓/3樓,"15,000元"
969,台中市西屯區龍富二十路,城堡別墅尊榮享受,135.94坪,5,8,5,整層住家/透天厝,1樓/5樓,30萬
970,台中市西屯區環中路三段,七期市政環中路400坪物流廠房腹地大可停車,400坪,-,,,廠房/廠房,1樓/1樓,24萬
971,台中市西屯區市政北二路,七期知名地標整層景觀商辦,986.21坪,-,,,住辦/辦公,7樓/35樓,128.2073萬
972,台中市西屯區中科路,中科路優質倉庫,50坪,-,,,廠房/廠房,1樓/1樓,"35,000元"
973,台中市西屯區工業區十二路,❤️西屯工業區稀有合法大坪數三照廠房❤️,1140坪,-,,,廠房/廠房,1樓/1樓,80萬
974,台中市西屯區西屯路二段,逢甲大面寬透天金店面出租 適合文武百市,49.37坪,-,,,店面/透天厝,整棟/3樓,"80,000元"
975,台中市西屯區工業區七路,ⒽⒽ❧西屯工業區大坪數③照廠房,850坪,-,,,廠房/廠房,1樓/1樓,80萬
976,台中市西屯區福聯街,瑞聯天地Ｕ區套房,6.38坪,1,1,,整層住家/電梯大廈,7樓/12樓,"7,800元"
977,台中市西屯區福星路,店面達人/逢甲商圈熱鬧角間大面寬賺錢金店面,163.76坪,-,,,店面/透天厝,1樓~2樓/5樓,55萬
978,台中市西屯區臺灣大道四段,臺灣大道金店面正樓上,61.75坪,6,4,2,整層住家/透天厝,2樓/4樓,"29,800元"
979,台中市西屯區福星路,逢甲福星河南整棟透天可營登樓上可分租雅房,106.17坪,1,4,2,整層住家/透天厝,B1~4樓/4樓,"70,000元"
980,台中市西屯區長安路二段,水湳收租21間套房4間雅房透天,259坪,2,2,,整層住家/透天厝,整棟/5樓,18萬
981,台中市西屯區工業區七路,台中工業區辦公室大空間180-260坪,180坪,-,,,住辦/辦公,1樓/2樓,15萬
982,台中市西屯區文心路三段,文心捷運質感美商辦,60.26坪,-,,,住辦/辦公,10樓/23樓,"49,800元"
983,台中市西屯區市政北七路,七期親家市政前棟商辦,63.42坪,-,,,住辦/辦公,11樓/28樓,"85,000元"
984,台中市西屯區合江街,文華悅 全新未住大套房 多間可選,21坪,1,1,1,獨立套房/電梯大廈,9樓/12樓,"25,000元"
