,住址,行政區,物件說明,面積,房,衛,廳,物件類型,物件位於幾樓,物件共幾樓,管理費用,租金
1140,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
1141,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
1142,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
1143,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
1144,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
1145,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
1146,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
1147,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
1148,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
1149,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
1150,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
1151,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
1152,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
1153,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
1154,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
1155,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
1156,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
1157,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
1158,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
1159,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
1160,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
1161,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
1162,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
1163,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
1164,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
1165,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
1166,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
1167,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
1168,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
1169,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
1170,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
1171,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
1172,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
1173,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
1174,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
1175,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
1176,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
1177,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
1178,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
1179,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
1180,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
1181,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
1182,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
1183,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
1184,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
1185,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
1186,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
1187,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
1188,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
1189,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
1190,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
1191,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
1192,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
1193,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
1194,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
1195,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
1196,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
1197,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
1198,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
1199,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
1200,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
1201,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
1202,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
1203,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
1204,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
1205,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
1206,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
1207,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
1208,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
1209,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
1210,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
1211,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
1212,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
1213,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
1214,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
1215,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
1216,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
1217,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
1218,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
1219,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
1220,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
1221,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
1222,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
1223,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
1224,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
1225,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
1226,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
1227,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
1228,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
1229,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
1230,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
1231,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
1232,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
1233,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
1234,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
1235,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
1236,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
1237,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
1238,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
1239,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
1240,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
1241,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
1242,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
1243,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
1244,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
1245,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
1246,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
1247,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
1248,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
1249,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
1250,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
1251,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
1252,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
1253,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
1254,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
1255,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
1256,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
1257,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
1258,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
1259,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
1260,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
1261,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
1262,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
1263,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
1264,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
1265,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
1266,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
1267,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
1268,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
1269,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
