,住址,行政區,物件說明,面積,房,衛,廳,物件類型,物件位於幾樓,物件共幾樓,管理費用,租金
642,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
643,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
644,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
645,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
646,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
647,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
648,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
649,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
650,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
651,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
652,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
653,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
654,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
655,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
656,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
657,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
658,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
659,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
660,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
661,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
662,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
663,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
664,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
665,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
666,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
667,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
668,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
669,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
670,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
671,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
672,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
673,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
674,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
675,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
676,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
677,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
678,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
679,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
680,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
681,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
682,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
683,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
684,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
685,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
686,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
687,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
688,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
689,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
690,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
691,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
692,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
693,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
694,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
695,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
696,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
697,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
698,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
699,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
700,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
701,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
702,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
703,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
704,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
705,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
706,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
707,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
708,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
709,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
710,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
711,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
712,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
713,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
714,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
715,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
716,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
717,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
718,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
719,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
720,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
721,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
722,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
723,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
724,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
725,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
726,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
727,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
728,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
729,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
730,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
731,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
732,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
733,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
734,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
735,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
736,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
737,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
738,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
739,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
740,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
741,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
742,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
743,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
744,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
745,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
746,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
747,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
748,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
749,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
750,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
751,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
752,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
753,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
754,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
755,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
756,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
757,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
758,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
759,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
760,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
761,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
762,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
763,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
764,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
765,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
766,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
767,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
768,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
769,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
770,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
771,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
